Name,LatestVersion,Hostname,Username,CaughtInProcess,FileSource,PackagedAppMatch,PackagedAppMatchScore,PackagedAppCompatible,WingetMatchName,WingetMatchScore,WingetCompatible,DenoisedName,DenoisedScore,IsNoise,Category
adobe air,32.0.0.89,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,adobe air                       harman.adobeair                    51.1.3.4       winget,0.74,True,adobe air,1.0,True,Adobe Acrobat Products
microsoft onedrive,25.060.0330.0003,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,microsoft onedrive              microsoft.onedrive                 25.031.0217.0â€¦ winget,0.8662,True,microsoft onedrive,1.0,True,Collaboration
adobe acrobat reader mui,25.1.20432,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,acrobat-reader-11-0-14-r1,0.8227,True,adobe acrobat reader (64-bit)   adobe.acrobat.reader.64-bit        25.001.20432   winget,0.7624,True,adobe acrobat reader mui,1.0,True,Adobe Acrobat Products
uniflow smartclient,25.1.0.7,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,uniflow smartclient,1.0,True,Productivity
zip x64 edition,24.09.00.0,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,7-zip alpha (msi)               7zip.7zip.alpha.msi                24.01.00.0     winget,0.6127,True,7-zip 24.09 (x64 edition),0.8461,True,Compression Utilities
intel r wireless bluetooth r,20.90.1,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,NOMATCH,0.0,False,Hardware Driver
intel proset wireless wifi software,20.90.0.2270,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,NOMATCH,0.0,False,Hardware Driver
microsoft apps for enterprise en gb,16.0.14326.20962,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoft 365 apps for enterprise - en-gb,0.8546,True,Microsoft Office Suite
microsoft apps for enterprise en us,16.0.14326.20962,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoft 365 apps for enterprise - en-us,0.8594,True,Microsoft Office Suite
microsoft apps for enterprise en us proof,16.0.14326.20962,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoft 365 apps for enterprise - en-us.proof,0.8414,True,Microsoft Office Suite
office click to run licensing component,16.0.14326.20962,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,office 16 click-to-run licensing component,0.9275,True,Microsoft Office Tools
office click to run extensibility component bit registration,16.0.14326.20962,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,office 16 click-to-run extensibility component 64-bit registration,0.8706,True,Microsoft Office Add-Ons
office click to run extensibility component,16.0.14326.20962,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,office 16 click-to-run extensibility component,0.9246,True,Microsoft Office Add-Ons
microsoft visual c++ x64 minimum runtime,14.32.31332,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,microsoft visual c++ 2010 x64 â€¦ microsoft.vcredist.2010.x64        10.0.40219     winget,0.6852,True,microsoft visual c++ 2022 x64 minimum runtime - 14.38.33135,0.9009,True,Developer Tools
microsoft visual c++ x64 additional runtime,14.32.31332,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,microsoft visual c++ 2010 x64 â€¦ microsoft.vcredist.2010.x64        10.0.40219     winget,0.6987,True,microsoft visual c++ 2022 x64 additional runtime - 14.38.33135,0.8777,True,Developer Tools
microsoft visual c++ redistributable x64,14.32.31332.0,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,microsoft visual c++ 2022 rediâ€¦ microsoft.vcredist.2015+.arm64     14.42.34433.0  winget,0.7008,True,microsoft visual c++ 2005 redistributable (x64),0.9343,True,Developer Tools
microsoft visual c++ redistributable x86,14.32.31332.0,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,microsoft visual c++ 2010 x86 â€¦ microsoft.vcredist.2010.x86        10.0.40219     winget,0.7331,True,microsoft visual c++ 2008 redistributable - x86 9.0.21022,0.8926,True,Developer Tools
microsoft visual c++ x86 additional runtime,14.32.31332,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,microsoft visual c++ 2010 x86 â€¦ microsoft.vcredist.2010.x86        10.0.40219     winget,0.7304,True,microsoft visual basic/c++ runtime (x86),0.8939,True,Developer Tools
microsoft visual c++ x86 minimum runtime,14.32.31332,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,microsoft visual c++ 2010 x86 â€¦ microsoft.vcredist.2010.x86        10.0.40219     winget,0.7343,True,microsoft visual c++ 2022 x86 minimum runtime - 14.38.33135,0.8965,True,Developer Tools
trellix data loss prevention endpoint,11.10.200.162,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,trellix endpoint security threat prevention,0.7009,True,Security
microsoft advertising xaml,10.1808.3.0,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoft.advertising.xaml,0.9174,True,Microsoft Office Add-Ons
microsoft visual studio tools for office runtime x64,10.0.50908,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoft visual basic/c++ runtime (x86),0.6057,True,Microsoft Office Tools
microsoft visual c++ x64 redistributable,10.0.40219,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,microsoft visual c++ 2022 rediâ€¦ microsoft.vcredist.2015+.arm64     14.42.34433.0  winget,0.7118,True,microsoft visual c++ 2005 redistributable (x64),0.9363,True,Developer Tools
microsoft visual c++ x86 redistributable,10.0.40219,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,microsoft visual c++ 2010 x86 â€¦ microsoft.vcredist.2010.x86        10.0.40219     winget,0.7411,True,microsoft visual c++ 2008 redistributable - x86 9.0.21022,0.8905,True,Developer Tools
microsoft windows sechealthui,10.0.19041.1682,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,windows pc health check         microsoft.windowspchealthcheck     3.7.2204.15001 winget,0.601,True,microsoft.windows.sechealthui,0.9522,True,Security
microsoft services store engagement,10.0.19011.0,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoft.services.store.engagement,0.9211,True,Microsoft Office Add-Ons
microsoft visual c++ redistributable,8.0.61001,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,microsoft visual c++ 2005 rediâ€¦ microsoft.vcredist.2005.x86        8.0.61001      winget,0.6993,True,microsoft visual c++ 2005 redistributable,0.9348,True,Developer Tools
microsoft ui xaml,7.2208.15002.0,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,microsoft.ui.xaml               microsoft.ui.xaml.2.8              8.2310.30001.0 winget,0.7924,True,NOMATCH,0.0,False,System Utilities
hp software framework,7.1.13.1,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,hp software framework,1.0,True,Software Updates
snow inventory agent,6.7.1,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,snow inventory agent,1.0,True,System Utilities
local administrator password solution,6.2.0.0,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,local administrator password sâ€¦ microsoft.laps                     6.2.0.0        winget,0.7275,True,local administrator password solution,1.0,True,Security
trellix data exchange layer for ta,6.0.31021.0,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,trellix data exchange layer for ta,1.0,True,Security
trellix agent,5.8.1002,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,trellix agent,1.0,True,Security
configuration manager client,5.00.9128.1000,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,configuration manager client,1.0,True,System Utilities
cisco secure client anyconnect vpn,5.0.4032,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,cisco secure client - anyconnect vpn,0.9957,True,VPN
cisco secure client diagnostics and reporting tool,5.0.4032,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,cisco secure client - diagnostics and reporting tool,0.9971,True,Reporting
cisco secure client secure firewall posture,5.0.4032,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,cisco secure client - secure firewall posture,0.9922,True,Security
skyhigh client proxy,4.9.3.92,DummyUser2,DummyHost2,No,DummyUser2_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,NOMATCH,0.0,False,Security
wuauclt,10.0.19041.5198 (WinBuild.160101.0800),DummyUser3,DummyHost3,Yes,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,wudfhost,0.6226,True,Updates
mscorsvw,Unknown,DummyUser3,DummyHost3,Yes,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,NOMATCH,0.0,False,Windows Default Processes
ngen,4.8.4320.0 built by: NET48REL1LAST_C,DummyUser3,DummyHost3,Yes,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,NOMATCH,0.0,False,System Utilities
ngentask,4.8.4320.0 built by: NET48REL1LAST_C,DummyUser3,DummyHost3,Yes,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,NOMATCH,0.0,False,System Processes
splwow64,10.0.19041.4355 (WinBuild.160101.0800),DummyUser3,DummyHost3,Yes,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,secomn64,0.6166,True,System Processes
msteams,25072.1609.3541.7814,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,mssense,0.6338,True,Collaboration
microsoft aad brokerplugin,1000.19041.423.0,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoft.aad.brokerplugin,0.9682,True,Microsoft Office Add-Ons
google chrome,135.0.7049.85,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,google chrome                   google.chrome                      134.0.6998.118 winget,0.7358,True,NOMATCH,0.0,False,Browsers
microsoft edge,135.0.3179.98,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,microsoft edge                  microsoft.edge                     134.0.3124.72  winget,0.8204,True,microsoft edge,1.0,True,Browsers
microsoft edge webview2 runtime,135.0.3179.98,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,microsoft edge webview2 runtime microsoft.edgewebview2runtime      134.0.3124.72  winget,0.8792,True,microsoft edge webview2 runtime,1.0,True,Browser Updates
microsoftwindows client cbs,120.2212.31.0,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoftwindows.client.cbs,0.939,True,Windows Default Processes
microsoft policy platform,68.1.1010.0,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoft policy platform,1.0,True,System Processes
microsoft microsoftedge,44.19041.3636.0,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,microsoft edge dev              microsoft.edge.dev                 135.0.3179.11  winget,0.6389,True,msedge,0.8299,True,Browsers
adobe flash player npapi,32.0.0.433,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,NOMATCH,0.0,False,Browser Add-ins
adobe flash player ppapi,32.0.0.433,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,NOMATCH,0.0,False,Browser Add-ins
adobe air,32.0.0.89,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,adobe air                       harman.adobeair                    51.1.3.4       winget,0.74,True,adobe air,1.0,True,Adobe Acrobat Products
microsoft onedrive,25.056.0324.0003,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,microsoft onedrive              microsoft.onedrive                 25.031.0217.0â€¦ winget,0.8662,True,microsoft onedrive,1.0,True,Collaboration
adobe acrobat reader mui,25.1.20432,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,acrobat-reader-11-0-14-r1,0.8227,True,adobe acrobat reader (64-bit)   adobe.acrobat.reader.64-bit        25.001.20432   winget,0.7624,True,adobe acrobat reader mui,1.0,True,Adobe Acrobat Products
uniflow smartclient,25.1.0.7,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,uniflow smartclient,1.0,True,Productivity
zip x64 edition,24.09.00.0,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,7-zip alpha (msi)               7zip.7zip.alpha.msi                24.01.00.0     winget,0.6127,True,7-zip 24.09 (x64 edition),0.8461,True,Compression Utilities
intel software installer,22.170.2.1,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,NOMATCH,0.0,False,System Utilities
microsoft apps for enterprise en us,16.0.18025.20214,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoft 365 apps for enterprise - en-us,0.8594,True,Microsoft Office Suite
microsoft apps for enterprise en us proof,16.0.18025.20214,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoft 365 apps for enterprise - en-us.proof,0.8414,True,Microsoft Office Suite
office click to run licensing component,16.0.18025.20214,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,office 16 click-to-run licensing component,0.9275,True,Microsoft Office Tools
office click to run extensibility component bit registration,16.0.18025.20126,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,office 16 click-to-run extensibility component 64-bit registration,0.8706,True,Microsoft Office Add-Ons
office click to run extensibility component,16.0.18025.20126,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,office 16 click-to-run extensibility component,0.9246,True,Microsoft Office Add-Ons
office click to run localization component,16.0.13127.21064,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,office 16 click-to-run extensibility component,0.6408,True,Microsoft Office Suite
microsoft visual c++ x64 minimum runtime,14.31.31103,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,microsoft visual c++ 2010 x64 â€¦ microsoft.vcredist.2010.x64        10.0.40219     winget,0.6852,True,microsoft visual c++ 2022 x64 minimum runtime - 14.38.33135,0.9009,True,Developer Tools
microsoft visual c++ x64 additional runtime,14.31.31103,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,microsoft visual c++ 2010 x64 â€¦ microsoft.vcredist.2010.x64        10.0.40219     winget,0.6987,True,microsoft visual c++ 2022 x64 additional runtime - 14.38.33135,0.8777,True,Developer Tools
microsoft visual c++ redistributable x64,14.31.31103.0,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,microsoft visual c++ 2022 rediâ€¦ microsoft.vcredist.2015+.arm64     14.42.34433.0  winget,0.7008,True,microsoft visual c++ 2005 redistributable (x64),0.9343,True,Developer Tools
microsoft visual c++ redistributable x86,14.29.30037.0,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,microsoft visual c++ 2010 x86 â€¦ microsoft.vcredist.2010.x86        10.0.40219     winget,0.7331,True,microsoft visual c++ 2008 redistributable - x86 9.0.21022,0.8926,True,Developer Tools
microsoft visual c++ x86 additional runtime,14.29.30037,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,microsoft visual c++ 2010 x86 â€¦ microsoft.vcredist.2010.x86        10.0.40219     winget,0.7304,True,microsoft visual basic/c++ runtime (x86),0.8939,True,Developer Tools
microsoft visual c++ x86 minimum runtime,14.29.30037,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,microsoft visual c++ 2010 x86 â€¦ microsoft.vcredist.2010.x86        10.0.40219     winget,0.7343,True,microsoft visual c++ 2022 x86 minimum runtime - 14.38.33135,0.8965,True,Developer Tools
microsoft vclibs,14.0.27323.0,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,microsoft visual c++ 2005 rediâ€¦ microsoft.vcredist.2005.x64        8.0.61000      winget,0.7473,True,NOMATCH,0.0,False,System Utilities
trellix data loss prevention endpoint,11.10.200.162,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,trellix endpoint security threat prevention,0.7009,True,Security
microsoft advertising xaml,10.1808.3.0,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoft.advertising.xaml,0.9174,True,Microsoft Office Add-Ons
microsoft visual studio tools for office runtime x64,10.0.50908,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoft visual basic/c++ runtime (x86),0.6057,True,Microsoft Office Tools
microsoft visual c++ x64 redistributable,10.0.40219,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,microsoft visual c++ 2022 rediâ€¦ microsoft.vcredist.2015+.arm64     14.42.34433.0  winget,0.7118,True,microsoft visual c++ 2005 redistributable (x64),0.9363,True,Developer Tools
microsoft visual c++ x86 redistributable,10.0.40219,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,microsoft visual c++ 2010 x86 â€¦ microsoft.vcredist.2010.x86        10.0.40219     winget,0.7411,True,microsoft visual c++ 2008 redistributable - x86 9.0.21022,0.8905,True,Developer Tools
microsoft bioenrollment,10.0.19041.423,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoft.bioenrollment,0.9766,True,Security
microsoft windows cloudexperiencehost,10.0.19041.423,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoft.windows.cloudexperiencehost,0.9629,True,Windows Default Processes
microsoft windows contentdeliverymanager,10.0.19041.423,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoft.windows.contentdeliverymanager,0.9707,True,Windows Default Processes
microsoft windows oobenetworkcaptiveportal,10.0.19041.423,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoft.windows.oobenetworkcaptiveportal,0.983,True,Windows Default Processes
microsoft windows oobenetworkconnectionflow,10.0.19041.423,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoft.windows.oobenetworkconnectionflow,0.9874,True,Windows Default Processes
microsoft windows shellexperiencehost,10.0.19041.423,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoft.windows.shellexperiencehost,0.972,True,Windows Default Processes
microsoft windows startmenuexperiencehost,10.0.19041.423,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoft.windows.startmenuexperiencehost,0.9815,True,Windows Default Processes
microsoftwindows undockeddevkit,10.0.19041.423,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,microsoftwindows.undockeddevkit,0.9905,True,Developer Tools
microsoft visual c++ redistributable,8.0.61001,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,microsoft visual c++ 2005 rediâ€¦ microsoft.vcredist.2005.x86        8.0.61001      winget,0.6993,True,microsoft visual c++ 2005 redistributable,0.9348,True,Developer Tools
snow inventory agent,6.7.1,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,snow inventory agent,1.0,True,System Utilities
local administrator password solution,6.2.0.0,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,local administrator password sâ€¦ microsoft.laps                     6.2.0.0        winget,0.7275,True,local administrator password solution,1.0,True,Security
trellix data exchange layer for ta,6.0.31021.0,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,trellix data exchange layer for ta,1.0,True,Security
trellix agent,5.8.1002,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,trellix agent,1.0,True,Security
configuration manager client,5.00.9128.1000,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,configuration manager client,1.0,True,System Utilities
cisco secure client anyconnect vpn,5.0.4032,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,cisco secure client - anyconnect vpn,0.9957,True,VPN
cisco secure client diagnostics and reporting tool,5.0.4032,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,cisco secure client - diagnostics and reporting tool,0.9971,True,Reporting
cisco secure client secure firewall posture,5.0.04032,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,cisco secure client - secure firewall posture,0.9922,True,Security
skyhigh client proxy,4.9.3.92,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,NOMATCH,0.0,False,Security
microsoft application virtualization desktop client,4.6.3.25261,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,application-virtualization-desktop-client-5-1-r1,0.8213,True,NOMATCH,0.0,False,microsoft application virtualization desktop client,1.0,True,System Utilities
defaultpackmsi,4.6.2.0,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,defaultpackmsi,1.0,True,Windows Default Processes
forefront identity manager add ins and extensions,4.1.3766.0,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,forefront identity manager add-ins and extensions,0.9688,True,Microsoft Office Add-Ons
microsoft visual studio setup wmi provider,3.1.2202.21079,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,NOMATCH,0.0,False,Developer Add-Ins
mdop mbam,2.5.1152.0,DummyUser3,DummyHost3,No,DummyUser3_merged.csv,NOMATCH,0.0,False,NOMATCH,0.0,False,mdop mbam,1.0,True,Security
